FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Mateusz,Klich,MID,LEE,5000000,1,1,1,2E-07,2E-07,0,1290,0,0,0,0,0,0,0,0.2,1290,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,382,0,-1,0,0,25,382,0,0,2,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Anthony,Knockaert,MID,FUL,5000000,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,-1,0,0,0,112,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Robin,Koch,DEF,LEE,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,1005,0,1,0,0,0,0,0,0.4,1005,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,860,0,-1,0,0,90,860,0,0,19,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Ibrahima,Konaté,DEF,LIV,4900000,0,0,0,0,0,0,21444,0,0,0,0,0,0,0,0,21444,-1,1,0,1,0,0,0,0,0,0,0,0,0.4,567,0,-1,0,0,0,567,-1,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Terence,Kongolo,DEF,FUL,4000000,0,0,0,0,0,0,4742,0,0,0,0,0,0,0,0,4742,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2240,0,-1,0,0,0,2240,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
,Konsa,DEF,AVL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2733,0,2,0,0,0,0,0,0.2,2733,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,2909,0,-1,0,0,90,2909,0,0,16,Everton,Crystal Palace,West Ham,Arsenal,Man City
Kalidou,Koulibaly,DEF,CHE,5500000,6,6,6,1.09090909090909E-06,1.09090909090909E-06,0,56599,0,0,0,0,0,0,0,1.1,56599,0,0,6,0,1.1,0,6,0,0,1,0,0,10.4,70531,0,-1,0,0,74,70531,0,0,24,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Mateo,Kovacic,MID,CHE,5000000,0,0,0,0,0,0,18558,0,0,0,0,0,0,0,0,18558,0,0,0,0,0,0,0,0,0,0,0,0,0.7,3752,0,-1,0,0,0,3752,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Kacper,Kozłowski,MID,BHA,4500000,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0.1,605,0,-1,0,0,0,605,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Emil,Krafth,DEF,NEW,4500000,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0.1,95,0,-1,0,0,0,95,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Rasmus,Kristensen,DEF,LEE,5000000,2,2,2,4E-07,4E-07,0,4876,0,1,0,0,0,0,0,0.4,4876,0,0,2,0,0.4,0,2,0,0,0,0,0,0.6,2607,0,-1,0,0,90,2607,0,0,13,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Dejan,Kulusevski,MID,TOT,8100000,13,13,13,1.60493827160494E-06,1.60493827160494E-06,0,45289,0,1,0,0,0,1,0,1.6,45289,1,-1,13,-1,1.6,0,13,3,0,0,0,1,11.9,373083,0,-1,0,1,85,373083,1,0,45,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Adam,Lallana,MID,BHA,5000000,2,2,2,4E-07,4E-07,0,1668,0,1,0,0,0,0,0,0.4,1668,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,4796,0,-1,0,0,75,4796,0,0,18,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Tariq,Lamptey,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,17898,0,0,0,0,0,0,0,0.2,17898,0,0,1,0,0.2,0,1,0,0,0,0,0,2.7,12090,0,-1,0,0,15,12090,0,0,3,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Manuel,Lanzini,MID,WHU,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,3470,0,1,0,0,0,0,0,0.2,3470,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,4295,0,-1,0,0,56,4295,0,0,2,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Aymeric,Laporte,DEF,MCI,6000000,0,0,0,0,0,0,18036,0,0,0,0,0,0,0,0,18036,0,0,0,0,0,0,0,0,0,0,0,0,0.5,269,0,-1,0,0,0,269,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Richie,Laryea,DEF,NFO,4500000,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,-1,0,0,0,26,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Jamaal,Lascelles,DEF,NEW,4500000,0,0,0,0,0,0,3498,0,0,0,0,0,0,0,0,3498,0,0,0,0,0,0,0,0,0,0,0,0,0.1,96,0,-1,0,0,0,96,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Roméo,Lavia,MID,SOU,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,3438,0,4,0,0,0,0,0,0.4,3438,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,11756,0,-1,0,0,90,11756,0,0,17,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Clément,Lenglet,DEF,TOT,5000000,1,1,1,2E-07,2E-07,0,8370,0,0,0,0,0,0,0,0.2,8370,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,1118,0,-1,0,0,4,1118,0,0,3,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Bernd,Leno,GLK,FUL,4500000,0,0,0,0,0,0,11788,0,0,0,0,0,0,0,0,11788,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5343,0,-1,0,0,0,5343,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
,Lerma,MID,BOU,5000000,10,10,10,2E-06,2E-06,0,10939,0,0,0,0,0,1,0,2,10939,0,0,10,0,2,0,10,2,0,1,0,0,1.4,72936,0,-1,0,1,90,72936,0,0,30,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Jamal,Lewis,DEF,NEW,4500000,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-1,0,0,0,27,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Rico,Lewis,DEF,MCI,4000000,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,-1,0,0,0,261,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Keane,Lewis-Potter,MID,BRE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,1169,0,0,0,0,0,0,0,0.2,1169,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,303,0,-1,0,0,31,303,0,0,3,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Victor,Lindelöf,DEF,MUN,4500000,0,0,0,0,0,0,4490,0,0,0,0,0,0,0,0,4490,0,0,0,0,0,0,0,0,0,0,0,0,0.2,575,0,-1,0,0,0,575,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Jesse,Lingard,MID,NFO,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,66548,0,2,0,0,0,0,0,0.3,66548,0,0,2,0,0.3,0,2,0,0,0,0,0,5,14225,0,-1,0,0,90,14225,0,0,2,West Ham,Everton,Tottenham,Man City,Bournemouth
Mateusz,Lis,GLK,SOU,4000000,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0.3,740,0,-1,0,0,0,740,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Tino,Livramento,DEF,SOU,4500000,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,-1,0,0,0,62,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Diego,Llorente,DEF,LEE,4500000,2,2,2,4.44444444444444E-07,4.44444444444444E-07,0,3007,0,1,0,0,0,0,0,0.4,3007,0,0,2,0,0.4,0,2,0,0,0,0,0,0.3,1442,0,-1,0,0,90,1442,0,0,16,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Hugo,Lloris,GLK,TOT,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,36423,0,1,0,1,0,0,0,0.4,36423,0,0,2,0,0.4,0,2,0,0,0,0,0,4.5,9594,0,-1,0,0,90,9594,0,0,10,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Ruben,Loftus-Cheek,MID,CHE,5000000,1,1,1,2E-07,2E-07,0,971,0,0,0,0,0,0,0,0.2,971,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,352,0,-1,0,0,25,352,0,0,1,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Joe,Lolley,MID,NFO,5000000,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0.1,112,0,-1,0,0,0,112,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Jamal,Lowe,MID,BOU,5500000,0,0,0,0,0,0,1017,0,0,0,0,0,0,0,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0.1,182,0,-1,0,0,0,182,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
,Lucas Moura,MID,TOT,6000000,1,1,1,1.66666666666667E-07,1.66666666666667E-07,0,6574,0,0,0,0,0,0,0,0.2,6574,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,1996,0,-1,0,0,4,1996,0,0,5,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
,Luis Díaz,MID,LIV,8000000,2,2,2,2.5E-07,2.5E-07,0,153710,0,2,0,0,0,0,0,0.2,153710,0,0,2,0,0.2,0,2,0,0,0,0,0,19.8,76024,0,-1,0,0,77,76024,0,0,1,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
,Lyanco,DEF,SOU,4500000,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-1,0,0,0,35,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Alexis,Mac Allister,MID,BHA,5500000,0,0,0,0,0,0,2401,0,1,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1919,1,-1,0,0,90,1919,0,0,1,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
James,Maddison,MID,LEI,8000000,5,5,5,6.25E-07,6.25E-07,0,43316,0,2,0,0,0,0,0,0.6,43316,0,0,5,0,0.6,0,5,0,0,0,0,1,4.7,24932,0,-1,0,0,90,24932,0,0,19,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Harry,Maguire,DEF,MUN,5000000,0,0,0,0,0,0,16091,1,2,0,0,0,0,0,0,16091,0,0,0,0,0,0,0,0,0,0,0,0,0.9,4715,0,-1,0,0,90,4715,0,0,14,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Riyad,Mahrez,MID,MCI,8000000,1,1,1,1.25E-07,1.25E-07,0,93512,0,0,0,0,0,0,0,0.1,93512,0,0,1,0,0.1,0,1,0,0,0,0,0,5,20970,0,-1,0,0,2,20970,0,0,4,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Ainsley,Maitland-Niles,MID,ARS,5000000,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0.1,448,0,-1,0,0,0,448,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Tyrell,Malacia,DEF,MUN,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,26488,0,0,0,0,0,0,0,0.2,26488,0,0,1,0,0.2,0,1,0,0,0,0,0,2.1,5365,0,-1,0,0,1,5365,0,0,6,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Orel,Mangala,MID,NFO,5000000,1,1,1,2E-07,2E-07,0,473,0,1,0,0,0,0,0,0.2,473,0,0,1,0,0.2,0,1,0,0,0,0,0,0,126,0,-1,0,0,15,126,0,0,3,West Ham,Everton,Tottenham,Man City,Bournemouth
,Manquillo,DEF,NEW,4500000,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0.1,95,0,-1,0,0,0,95,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Sékou,Mara,FWD,SOU,5500000,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0.1,464,0,-1,0,0,0,464,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
Solly,March,MID,BHA,5000000,5,5,5,1E-06,1E-06,0,2933,0,1,0,0,0,0,0,1,2933,0,0,5,0,1,0,5,0,0,0,0,1,0.3,16340,0,-1,0,0,90,16340,0,0,15,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Emiliano,Marcondes,MID,BOU,5000000,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,-1,0,0,0,64,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
,Marquinhos,MID,ARS,4900000,0,0,0,0,0,0,2165,0,0,0,0,0,0,0,0,2165,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,545,0,-1,0,0,0,545,-1,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Anthony,Martial,FWD,MUN,6900000,0,0,0,0,0,0,87284,0,0,0,0,0,0,0,0,87284,-1,1,0,1,0,0,0,0,0,0,0,0,1.2,2195,0,-1,0,0,0,2195,-1,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
,Martinelli,MID,ARS,6100000,8,8,8,1.31147540983607E-06,1.31147540983607E-06,0,45842,0,0,0,0,0,1,0,1.3,45842,1,-1,8,-1,1.3,0,8,0,0,1,0,0,26.5,387110,0,-1,0,0,90,387110,1,0,23,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
,Martínez,GLK,AVL,5000000,1,1,1,2E-07,2E-07,0,45427,0,2,0,1,0,0,0,0.2,45427,0,0,1,0,0.2,0,1,0,0,0,0,0,5.7,18422,0,-1,0,0,90,18422,0,0,10,Everton,Crystal Palace,West Ham,Arsenal,Man City
Lisandro,Martínez,DEF,MUN,4500000,0,0,0,0,0,0,32447,1,2,0,0,0,0,0,0,32447,0,0,0,0,0,0,0,0,0,0,0,0,3.2,21484,0,-1,0,0,90,21484,0,0,16,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Arthur,Masuaku,DEF,WHU,4500000,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Jean-Philippe,Mateta,FWD,CRY,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,11113,0,1,0,0,0,0,0,0.2,11113,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,3254,0,-1,0,0,32,3254,0,0,2,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Joel,Matip,DEF,LIV,6000000,1,1,1,1.66666666666667E-07,1.66666666666667E-07,0,25217,0,2,0,0,0,0,0,0.2,25217,0,0,1,0,0.2,0,1,0,0,0,0,0,2.6,10423,0,-1,0,0,90,10423,0,0,19,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Remi,Matthews,GLK,CRY,4000000,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Neal,Maupay,FWD,BHA,6500000,0,0,0,0,0,0,20072,0,0,0,0,0,0,0,0,20072,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4109,0,-1,0,0,0,4109,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Kevin,Mbabu,DEF,FUL,4500000,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1007,0,-1,0,0,0,1007,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Loïc,Mbe Soh,DEF,NFO,4500000,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-1,0,0,0,31,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
,Mbete,DEF,MCI,4000000,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0.1,448,0,-1,0,0,0,448,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Bryan,Mbeumo,FWD,BRE,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,29326,0,2,0,0,0,0,0,0.3,29326,0,0,2,0,0.3,0,2,0,0,0,0,0,2.3,10131,0,-1,0,0,90,10131,0,0,13,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
James,McArthur,MID,CRY,5000000,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,-1,0,0,0,57,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
James,McAtee,MID,MCI,4500000,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Alex,McCarthy,GLK,SOU,4500000,0,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,2074,0,0,0,0,0,0,0,0,0,0,0,0,0.3,327,0,-1,0,0,0,327,0,0,0,Leeds United F.C.,Leicester,Man Utd,Chelsea,Wolverhampton
John,McGinn,MID,AVL,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,18314,0,2,0,0,0,0,0,0.4,18314,0,0,2,0,0.4,0,2,0,0,0,0,0,1.8,6408,0,-1,0,0,90,6408,0,0,16,Everton,Crystal Palace,West Ham,Arsenal,Man City
Scott,McKenna,DEF,NFO,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1103,0,2,0,0,0,0,0,0.2,1103,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,285,0,-1,0,0,90,285,0,0,9,West Ham,Everton,Tottenham,Man City,Bournemouth
Dwight,McNeil,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,3879,0,1,0,0,0,0,0,0.4,3879,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,2008,0,-1,0,0,60,2008,0,0,20,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Scott,McTominay,MID,MUN,5000000,1,1,1,2E-07,2E-07,0,4689,1,2,0,0,0,0,0,0.2,4689,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,2221,0,-1,0,0,77,2221,0,0,1,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Ben,Mee,DEF,BRE,4500000,0,0,0,0,0,0,2563,0,2,0,0,0,0,0,0,2563,0,0,0,0,0,0,0,0,0,0,0,0,0.3,951,0,-1,0,0,58,951,0,0,9,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Edouard,Mendy,GLK,CHE,5000000,7,7,7,1.4E-06,1.4E-06,0,74541,0,0,0,3,0,0,0,1.4,74541,0,0,7,0,1.4,0,7,0,0,1,0,0,22.7,155724,0,-1,0,1,90,155724,0,0,28,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,6419,0,0,0,0,0,0,0,0,6419,0,0,0,0,0,0,0,0,0,0,0,0,0.7,4283,0,-1,0,0,0,4283,0,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Chris,Mepham,DEF,BOU,4500000,7,7,7,1.55555555555556E-06,1.55555555555556E-06,0,907,0,0,0,0,0,0,0,1.6,907,0,0,7,0,1.6,0,7,1,0,1,0,0,0.1,2540,0,-1,0,0,90,2540,0,0,29,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Illan,Meslier,GLK,LEE,4500000,3,3,3,6.66666666666667E-07,6.66666666666667E-07,0,13317,0,1,0,5,0,0,0,0.7,13317,0,0,3,0,0.7,0,3,0,0,0,0,0,2.5,10909,0,-1,0,0,90,10909,0,0,19,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Alex,Mighten,MID,NFO,5000000,1,1,1,2E-07,2E-07,0,390,0,0,0,0,0,0,0,0.2,390,0,0,1,0,0.2,0,1,0,0,0,0,0,0,65,0,-1,0,0,7,65,0,0,1,West Ham,Everton,Tottenham,Man City,Bournemouth
Luka,Milivojevic,MID,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,4914,0,1,0,0,0,0,0,0.2,4914,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,5579,0,-1,0,0,15,5579,0,0,3,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Stanley,Mills,MID,EVE,4500000,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,-1,0,0,0,346,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
James,Milner,MID,LIV,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,7856,0,1,0,0,0,0,0,0.2,7856,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,10277,0,-1,0,0,31,10277,0,0,1,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Yerry,Mina,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5728,1,1,0,0,0,0,0,0.2,5728,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,751,0,-1,0,0,69,751,0,0,4,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Tyrone,Mings,DEF,AVL,4500000,0,0,0,0,0,0,94711,0,0,0,0,0,0,0,0,94711,0,0,0,0,0,0,0,0,0,0,0,0,5.9,9640,0,-1,0,0,0,9640,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Tyrick,Mitchell,DEF,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,6468,0,2,0,0,0,0,0,0.2,6468,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,1840,0,-1,0,0,90,1840,0,0,11,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Kaoru,Mitoma,MID,BHA,5000000,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,-1,0,0,0,137,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Aleksandar,Mitrović,FWD,FUL,6600000,13,13,13,1.96969696969697E-06,1.96969696969697E-06,0,46773,0,2,0,0,0,2,0,2,46773,1,-1,13,-1,2,0,13,3,0,0,0,0,15.7,559684,0,-1,0,1,90,559684,1,0,57,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Jakub,Moder,MID,BHA,4500000,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,-1,0,0,0,129,0,0,0,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Kieffer,Moore,FWD,BOU,5500000,6,6,6,1.09090909090909E-06,1.09090909090909E-06,0,9615,0,0,0,0,0,1,0,1.1,9615,0,0,6,0,1.1,0,6,0,0,1,0,0,0.9,44151,0,-1,0,0,90,44151,0,0,27,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
,Mosquera,DEF,WOL,4000000,0,0,0,0,0,0,5273,0,0,0,0,0,0,0,0,5273,0,0,0,0,0,0,0,0,0,0,0,0,0.9,2056,0,-1,0,0,0,2056,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Mason,Mount,MID,CHE,8000000,3,3,3,3.75E-07,3.75E-07,0,104095,0,0,0,0,0,0,0,0.4,104095,0,0,3,0,0.4,0,3,0,0,1,0,0,8.9,17018,0,-1,0,0,64,17018,0,0,5,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
,Moutinho,MID,WOL,5000000,0,0,0,0,0,0,52418,0,0,0,0,0,0,0,0,52418,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1133,0,-1,0,0,0,1133,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
,Muniz,FWD,FUL,5500000,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0,2730,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1419,0,-1,0,0,0,1419,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Jacob,Murphy,MID,NEW,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,42206,0,0,0,0,0,0,0,0.2,42206,0,0,1,0,0.2,0,1,0,0,0,0,0,6.4,17615,0,-1,0,0,1,17615,0,0,3,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Enock,Mwepu,MID,BHA,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,1936,0,0,0,0,0,0,0,0.2,1936,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,788,0,-1,0,0,14,788,0,0,5,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Vitalii,Mykolenko,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,2136,1,1,0,0,0,0,0,0.2,2136,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,3497,0,-1,0,0,90,3497,0,0,4,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
,N.Williams,DEF,NFO,4000000,0,0,0,0,0,0,77567,1,2,0,0,0,0,0,0,77567,0,0,0,0,0,0,0,0,0,0,0,0,27.3,72013,0,-1,0,0,90,72013,0,0,10,West Ham,Everton,Tottenham,Man City,Bournemouth
